driver,year,forest loss by driver,Football Field Equivalents
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2015,49533.47418027155,69.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Commodity driven deforestation,2016,59370.2459299319,83.0
Unknown,2021,1457.5830697273582,2.0
Unknown,2021,1457.5830697273582,2.0
Forestry,2021,5244.277730398293,7.0
Forestry,2021,5244.277730398293,7.0
Forestry,2021,5244.277730398293,7.0
Forestry,2021,5244.277730398293,7.0
Forestry,2021,5244.277730398293,7.0
Forestry,2021,5244.277730398293,7.0
Forestry,2021,5244.277730398293,7.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
Shifting agriculture,2019,244467.93774500088,342.0
